,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
3352,Donald Trump,All polls,10/7/2020,1/12/2019,1/13/2019,YouGov,B,1000.0,a,0.12881116,0.0,37.0,55.0,37.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/np5ulf3s9o/tabs_Trump_Tweets_20190112.pdf,57300,92651,1/13/2019,19:17:36  7 Oct 2020,17909.0
3355,Donald Trump,All polls,10/7/2020,1/13/2019,1/15/2019,YouGov,B,1000.0,a,0.12765792,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0k1s5fh03c/tabs_Trump_Tweets_20190113.pdf,57307,92659,1/15/2019,19:17:36  7 Oct 2020,17911.0
3357,Donald Trump,All polls,10/7/2020,1/12/2019,1/15/2019,YouGov,B,1500.0,a,0.19148688,0.0,39.0,52.0,39.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1xbksrgzje/econTabReport.pdf,57330,92713,1/16/2019,19:17:36  7 Oct 2020,17911.0
3360,Donald Trump,All polls,10/7/2020,1/14/2019,1/16/2019,YouGov,B,1000.0,a,0.12782942,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7uupyisium/tabs_Trump_Tweets_20190114.pdf,57329,92711,1/16/2019,19:17:36  7 Oct 2020,17912.0
3369,Donald Trump,All polls,10/7/2020,1/15/2019,1/16/2019,YouGov,B,1000.0,a,0.12802807,0.0,37.0,55.0,37.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0hjcptvw6z/tabs_Trump_Tweets_20190115.pdf,57333,92720,1/16/2019,19:17:36  7 Oct 2020,17912.0
3375,Donald Trump,All polls,10/7/2020,1/16/2019,1/17/2019,YouGov,B,1000.0,a,0.12858694,0.0,39.0,55.0,39.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p3pxjk2l0l/tabs_Trump_Tweets_20190116.pdf,57336,92725,1/17/2019,19:17:36  7 Oct 2020,17913.0
3379,Donald Trump,All polls,10/7/2020,1/17/2019,1/18/2019,YouGov,B,1000.0,a,0.12847859,0.0,38.0,55.0,38.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9ogjl4fltc/tabs_Trump_Tweets_20190117.pdf,57354,92748,1/18/2019,19:17:36  7 Oct 2020,17914.0
3386,Donald Trump,All polls,10/7/2020,1/18/2019,1/20/2019,YouGov,B,1000.0,a,0.12772433,0.0,38.0,54.0,38.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m6e9fl3l35/tabs_Trump_Tweets_20190118.pdf,57355,92752,1/20/2019,19:17:36  7 Oct 2020,17916.0
3395,Donald Trump,All polls,10/7/2020,1/19/2019,1/20/2019,YouGov,B,1000.0,a,0.12657304,0.0,40.0,55.0,40.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3gmr5y44xm/tabs_Trump_Tweets_20190119.pdf,57356,92754,1/20/2019,19:17:36  7 Oct 2020,17916.0
3398,Donald Trump,All polls,10/7/2020,1/20/2019,1/21/2019,YouGov,B,1000.0,a,0.12545385,0.0,38.0,54.0,38.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1qpx9wf9xq/tabs_Trump_Tweets_20190120.pdf,57361,92762,1/21/2019,19:17:36  7 Oct 2020,17917.0
3401,Donald Trump,All polls,10/7/2020,1/20/2019,1/22/2019,YouGov,B,1500.0,a,0.18818078,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/183c0vbnai/econTabReport.pdf,57383,92829,1/23/2019,19:17:36  7 Oct 2020,17918.0
3408,Donald Trump,All polls,10/7/2020,1/21/2019,1/22/2019,YouGov,B,1000.0,a,0.12599642,0.0,40.0,54.0,40.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qivo425mjn/tabs_Trump_Tweets_20190121.pdf,57378,92818,1/22/2019,19:17:36  7 Oct 2020,17918.0
3414,Donald Trump,All polls,10/7/2020,1/22/2019,1/23/2019,YouGov,B,1000.0,a,0.12655042,0.0,39.0,54.0,39.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lpkkz4pe28/tabs_Trump_Tweets_20190122.pdf,57391,92842,1/23/2019,19:17:36  7 Oct 2020,17919.0
3417,Donald Trump,All polls,10/7/2020,1/23/2019,1/24/2019,YouGov,B,1000.0,a,0.12711615,0.0,41.0,54.0,41.923164,55.870313,,,https://today.yougov.com/topics/politics/articles-reports/2019/01/23/president-trump-daily-job-approval,57394,92847,1/24/2019,19:17:36  7 Oct 2020,17920.0
3425,Donald Trump,All polls,10/7/2020,1/24/2019,1/25/2019,YouGov,B,1000.0,a,0.12703085,0.0,39.0,54.0,39.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/22uzshymdg/tabs_Trump_Tweets_20190124.pdf,57399,92858,1/25/2019,19:17:36  7 Oct 2020,17921.0
3428,Donald Trump,All polls,10/7/2020,1/25/2019,1/27/2019,YouGov,B,1000.0,a,0.12631548,0.0,40.0,55.0,40.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/weul0qpulh/tabs_Trump_Tweets_20190125.pdf,57403,92865,1/27/2019,19:17:36  7 Oct 2020,17923.0
3434,Donald Trump,All polls,10/7/2020,1/26/2019,1/27/2019,YouGov,B,1000.0,a,0.12565513,0.0,39.0,55.0,39.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pnr8dmwlil/tabs_Trump_Tweets_20190126.pdf,57404,92867,1/27/2019,19:17:36  7 Oct 2020,17923.0
3441,Donald Trump,All polls,10/7/2020,1/27/2019,1/29/2019,YouGov,B,1500.0,a,0.18750925,0.0,37.0,53.0,37.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3kv2h8ad3b/econTabReport.pdf,57431,92936,1/30/2019,19:17:36  7 Oct 2020,17925.0
3442,Donald Trump,All polls,10/7/2020,1/27/2019,1/28/2019,YouGov,B,1000.0,a,0.12500617,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dpn58c7pqo/tabs_Trump_Tweets_20190127.pdf,57414,92888,1/28/2019,19:17:36  7 Oct 2020,17924.0
3447,Donald Trump,All polls,10/7/2020,1/28/2019,1/29/2019,YouGov,B,1000.0,a,0.12561374,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hh0961cq54/tabs_Trump_Tweets_20190128.pdf,57429,92932,1/29/2019,19:17:36  7 Oct 2020,17925.0
3449,Donald Trump,All polls,10/7/2020,1/29/2019,1/30/2019,YouGov,B,1000.0,a,0.12616856,0.0,39.0,56.0,39.923164,57.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/snn9tb3tsw/tabs_Trump_Tweets_20190129.pdf,57435,92944,1/30/2019,19:17:36  7 Oct 2020,17926.0
3455,Donald Trump,All polls,10/7/2020,1/30/2019,1/31/2019,YouGov,B,1000.0,a,0.1267351,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6vs64emovb/tabs_Trump_Tweets_20190130.pdf,57438,92949,2/1/2019,19:17:36  7 Oct 2020,17927.0
3462,Donald Trump,All polls,10/7/2020,1/31/2019,2/1/2019,YouGov,B,1000.0,a,0.12671443,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3gvq052hzq/tabs_Trump_Tweets_20190131.pdf,57444,92966,2/2/2019,19:17:36  7 Oct 2020,17928.0
3468,Donald Trump,All polls,10/7/2020,2/1/2019,2/2/2019,YouGov,B,1000.0,a,0.12604296,0.0,40.0,54.0,40.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cb55gi6llk/tabs_Trump_Tweets_20190201.pdf,57446,92981,2/3/2019,19:17:36  7 Oct 2020,17929.0
3472,Donald Trump,All polls,10/7/2020,2/2/2019,2/3/2019,YouGov,B,1000.0,a,0.12538321,0.0,38.0,54.0,38.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lrkhduzlwj/tabs_Trump_Tweets_20190202.pdf,57447,92983,2/3/2019,19:17:36  7 Oct 2020,17930.0
3475,Donald Trump,All polls,10/7/2020,2/3/2019,2/4/2019,YouGov,B,1000.0,a,0.12473485,0.0,37.0,54.0,37.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/32mq8wvr9j/tabs_Trump_Tweets_20190203.pdf,57455,92999,2/4/2019,19:17:36  7 Oct 2020,17931.0
3476,Donald Trump,All polls,10/7/2020,2/2/2019,2/5/2019,YouGov,B,1500.0,a,0.18710228,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/er2vitqfsn/econTabReport.pdf,57468,93039,2/6/2019,19:17:36  7 Oct 2020,17932.0
3481,Donald Trump,All polls,10/7/2020,2/4/2019,2/5/2019,YouGov,B,1000.0,a,0.12534231,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ls0jggbjvr/tabs_Trump_Tweets_20190204.pdf,57464,93032,2/5/2019,19:17:36  7 Oct 2020,17932.0
3487,Donald Trump,All polls,10/7/2020,2/5/2019,2/6/2019,YouGov,B,1000.0,a,0.12598141,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/t6eodiq0nb/tabs_Trump_Tweets_20190205.pdf,57471,93046,2/7/2019,19:17:36  7 Oct 2020,17933.0
3488,Donald Trump,All polls,10/7/2020,2/6/2019,2/7/2019,YouGov,B,1000.0,a,0.12663208,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/waoy2e614z/tabs_Trump_Tweets_20190206.pdf,57478,93060,2/8/2019,19:17:36  7 Oct 2020,17934.0
3496,Donald Trump,All polls,10/7/2020,2/7/2019,2/8/2019,YouGov,B,1000.0,a,0.12663208,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6o1fiip07l/tabs_Trump_Tweets_20190207.pdf,57482,93066,2/8/2019,19:17:36  7 Oct 2020,17935.0
3499,Donald Trump,All polls,10/7/2020,2/8/2019,2/9/2019,YouGov,B,1000.0,a,0.12596095,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n11jpu255k/tabs_Trump_Tweets_20190208.pdf,57484,93071,2/10/2019,19:17:36  7 Oct 2020,17936.0
3505,Donald Trump,All polls,10/7/2020,2/9/2019,2/10/2019,YouGov,B,1000.0,a,0.12530154,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/617js2m8hq/tabs_Trump_Tweets_20190209.pdf,57485,93073,2/10/2019,19:17:36  7 Oct 2020,17937.0
3506,Donald Trump,All polls,10/7/2020,2/10/2019,2/12/2019,YouGov,B,1500.0,a,0.18701071,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vsfatxbh8x/econTabReport.pdf,57512,93130,2/13/2019,19:17:36  7 Oct 2020,17939.0
3511,Donald Trump,All polls,10/7/2020,2/10/2019,2/11/2019,YouGov,B,1000.0,a,0.1246738,0.0,40.0,54.0,40.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7f3ouua2z8/tabs_Trump_Tweets_20190210.pdf,57492,93083,2/11/2019,19:17:36  7 Oct 2020,17938.0
3514,Donald Trump,All polls,10/7/2020,2/11/2019,2/12/2019,YouGov,B,1000.0,a,0.12530154,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0yo9imtptc/tabs_Trump_Tweets_20190211.pdf,57503,93100,2/13/2019,19:17:36  7 Oct 2020,17939.0
3519,Donald Trump,All polls,10/7/2020,2/12/2019,2/13/2019,YouGov,B,1000.0,a,0.12594054,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/razcwznotq/tabs_Trump_Tweets_20190212.pdf,57516,93140,2/13/2019,19:17:36  7 Oct 2020,17940.0
3522,Donald Trump,All polls,10/7/2020,2/13/2019,2/14/2019,YouGov,B,1000.0,a,0.1265911,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g2rvsv4q8k/tabs_Trump_Tweets_20190213.pdf,57525,93152,2/14/2019,19:17:36  7 Oct 2020,17941.0
3525,Donald Trump,All polls,10/7/2020,2/14/2019,2/15/2019,YouGov,B,1000.0,a,0.1265911,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dljiqpag3h/tabs_Trump_Tweets_20190214.pdf,57531,93164,2/15/2019,19:17:36  7 Oct 2020,17942.0
3534,Donald Trump,All polls,10/7/2020,2/15/2019,2/16/2019,YouGov,B,1000.0,a,0.12594054,0.0,44.0,50.0,44.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ljsrianvw1/tabs_Trump_Tweets_20190215.pdf,57533,93182,2/17/2019,19:17:36  7 Oct 2020,17943.0
3536,Donald Trump,All polls,10/7/2020,2/16/2019,2/17/2019,YouGov,B,1000.0,a,0.12530154,0.0,41.0,55.0,41.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7p4rj5h7vv/tabs_Trump_Tweets_20190216.pdf,57534,93184,2/18/2019,19:17:36  7 Oct 2020,17944.0
3541,Donald Trump,All polls,10/7/2020,2/17/2019,2/19/2019,YouGov,B,1500.0,a,0.18701071,0.0,44.0,48.0,44.923164,49.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/873pc8imz6/econTabReport.pdf,57555,93237,2/20/2019,19:17:36  7 Oct 2020,17946.0
3543,Donald Trump,All polls,10/7/2020,2/17/2019,2/18/2019,YouGov,B,1000.0,a,0.1246738,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hbdm80tlee/tabs_Trump_Tweets_20190217.pdf,57539,93190,2/19/2019,19:17:36  7 Oct 2020,17945.0
3549,Donald Trump,All polls,10/7/2020,2/18/2019,2/19/2019,YouGov,B,1000.0,a,0.12530154,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hmqjebwbmx/tabs_Trump_Tweets_20190218.pdf,57553,93233,2/19/2019,19:17:36  7 Oct 2020,17946.0
3560,Donald Trump,All polls,10/7/2020,2/19/2019,2/21/2019,YouGov,B,1000.0,a,0.12594054,0.0,42.0,53.0,42.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2yikom4x4j/tabs_Trump_Tweets_20190219.pdf,57561,93252,2/21/2019,19:17:36  7 Oct 2020,17948.0
3562,Donald Trump,All polls,10/7/2020,2/20/2019,2/22/2019,YouGov,B,1000.0,a,0.1265911,0.0,39.0,54.0,39.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xcfxydj8xj/tabs_Trump_Tweets_20190220.pdf,57566,93263,2/22/2019,19:17:36  7 Oct 2020,17949.0
3568,Donald Trump,All polls,10/7/2020,2/21/2019,2/22/2019,YouGov,B,1000.0,a,0.1265911,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tv1uhq77sa/tabs_Trump_Tweets_20190221.pdf,57573,93274,2/22/2019,19:17:36  7 Oct 2020,17949.0
3576,Donald Trump,All polls,10/7/2020,2/22/2019,2/23/2019,YouGov,B,1000.0,a,0.12594054,0.0,42.0,53.0,42.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/c9aa36rl7z/tabs_Trump_Tweets_20190222.pdf,57575,93287,2/24/2019,19:17:36  7 Oct 2020,17950.0
3578,Donald Trump,All polls,10/7/2020,2/23/2019,2/24/2019,YouGov,B,1000.0,a,0.12530154,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yrdc4hwac5/tabs_Trump_Tweets_20190223.pdf,57576,93289,2/25/2019,19:17:36  7 Oct 2020,17951.0
3581,Donald Trump,All polls,10/7/2020,2/24/2019,2/26/2019,YouGov,B,1500.0,a,0.18701071,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/oo6kz6sf4b/econTabReport.pdf,57596,93358,2/27/2019,19:17:36  7 Oct 2020,17953.0
3584,Donald Trump,All polls,10/7/2020,2/25/2019,2/25/2019,YouGov,B,1000.0,a,0.1246738,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/eab4vxvd9m/tabs_Trump_Tweets_20190224.pdf,57579,93293,2/25/2019,19:17:36  7 Oct 2020,17952.0
3588,Donald Trump,All polls,10/7/2020,2/25/2019,2/26/2019,YouGov,B,1000.0,a,0.12530154,0.0,43.0,52.0,43.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dz7mlb40p8/tabs_Trump_Tweets_20190225.pdf,57594,93354,2/27/2019,19:17:36  7 Oct 2020,17953.0
3596,Donald Trump,All polls,10/7/2020,2/26/2019,2/27/2019,YouGov,B,1000.0,a,0.12594054,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ydppfvrydr/tabs_Trump_Tweets_20190226.pdf,57600,93366,2/28/2019,19:17:36  7 Oct 2020,17954.0
3601,Donald Trump,All polls,10/7/2020,2/27/2019,2/28/2019,YouGov,B,1000.0,a,0.1265911,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7s2qrrka6/tabs_Trump_Tweets_20190227.pdf,57605,93379,2/28/2019,19:17:36  7 Oct 2020,17955.0
3605,Donald Trump,All polls,10/7/2020,2/28/2019,3/1/2019,YouGov,B,1000.0,a,0.1265911,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1eybboufi5/tabs_Trump_Tweets_20190228.pdf,57611,93394,3/2/2019,19:17:36  7 Oct 2020,17956.0
3611,Donald Trump,All polls,10/7/2020,3/1/2019,3/2/2019,YouGov,B,1000.0,a,0.12594054,0.0,41.0,55.0,41.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ub4ro3xlcg/tabs_Trump_Tweets_20190301.pdf,57613,93409,3/3/2019,19:17:36  7 Oct 2020,17957.0
3617,Donald Trump,All polls,10/7/2020,3/2/2019,3/3/2019,YouGov,B,1000.0,a,0.12530154,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ypnjh5y17n/tabs_Trump_Tweets_20190302.pdf,57615,93412,3/3/2019,19:17:36  7 Oct 2020,17958.0
3620,Donald Trump,All polls,10/7/2020,3/3/2019,3/4/2019,YouGov,B,1000.0,a,0.1246738,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qtkypfao0y/tabs_Trump_Tweets_20190303.pdf,57623,93423,3/5/2019,19:17:36  7 Oct 2020,17959.0
3622,Donald Trump,All polls,10/7/2020,3/3/2019,3/5/2019,YouGov,B,1500.0,a,0.18701071,0.0,43.0,48.0,43.923164,49.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9d5s05pspt/econTabReport.pdf,57638,93471,3/6/2019,19:17:36  7 Oct 2020,17960.0
3629,Donald Trump,All polls,10/7/2020,3/4/2019,3/5/2019,YouGov,B,1000.0,a,0.12530154,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cd6pogai80/tabs_Trump_Tweets_20190304.pdf,57636,93467,3/6/2019,19:17:36  7 Oct 2020,17960.0
3634,Donald Trump,All polls,10/7/2020,3/5/2019,3/6/2019,YouGov,B,1000.0,a,0.12594054,0.0,43.0,50.0,43.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0ekrrzmj01/tabs_Trump_Tweets_20190305.pdf,57645,93485,3/6/2019,19:17:36  7 Oct 2020,17961.0
3641,Donald Trump,All polls,10/7/2020,3/6/2019,3/7/2019,YouGov,B,1000.0,a,0.1265911,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dxomwlvwql/tabs_Trump_Tweets_20190306.pdf,57648,93490,3/8/2019,19:17:36  7 Oct 2020,17962.0
3643,Donald Trump,All polls,10/7/2020,3/7/2019,3/8/2019,YouGov,B,1000.0,a,0.1265911,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vo3bh1w58j/tabs_Trump_Tweets_20190307.pdf,57652,93496,3/8/2019,19:17:36  7 Oct 2020,17963.0
3651,Donald Trump,All polls,10/7/2020,3/8/2019,3/9/2019,YouGov,B,1000.0,a,0.12594054,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jivc5wxuaz/tabs_Trump_Tweets_20190308.pdf,57655,93501,3/9/2019,19:17:36  7 Oct 2020,17964.0
3656,Donald Trump,All polls,10/7/2020,3/9/2019,3/10/2019,YouGov,B,1000.0,a,0.12530154,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qvpbwz9ap9/tabs_Trump_Tweets_20190309.pdf,57657,93512,3/11/2019,19:17:36  7 Oct 2020,17965.0
3658,Donald Trump,All polls,10/7/2020,3/10/2019,3/12/2019,YouGov,B,1500.0,a,0.18701071,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a5islr4zij/econTabReport.pdf,57679,93573,3/13/2019,19:17:36  7 Oct 2020,17967.0
3661,Donald Trump,All polls,10/7/2020,3/10/2019,3/11/2019,YouGov,B,1000.0,a,0.1246738,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vb6ibv2yl9/tabs_Trump_Tweets_20190310.pdf,57663,93525,3/12/2019,19:17:36  7 Oct 2020,17966.0
3662,Donald Trump,All polls,10/7/2020,3/11/2019,3/13/2019,YouGov,B,1000.0,a,0.12530154,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2w9dcj9x0h/tabs_Trump_Tweets_20190311.pdf,57680,93577,3/13/2019,19:17:36  7 Oct 2020,17968.0
3670,Donald Trump,All polls,10/7/2020,3/12/2019,3/13/2019,YouGov,B,1000.0,a,0.12594054,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gf9r0grkgr/tabs_Trump_Tweets_20190312.pdf,57683,93582,3/14/2019,19:17:36  7 Oct 2020,17968.0
3675,Donald Trump,All polls,10/7/2020,3/13/2019,3/15/2019,YouGov,B,1000.0,a,0.1265911,0.0,38.0,55.0,38.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k4xswol4dt/tabs_Trump_Tweets_20190313.pdf,57691,93598,3/15/2019,19:17:36  7 Oct 2020,17970.0
3678,Donald Trump,All polls,10/7/2020,3/14/2019,3/15/2019,YouGov,B,1000.0,a,0.1265911,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qnxnuicq49/tabs_Trump_Tweets_20190314.pdf,57695,93603,3/16/2019,19:17:36  7 Oct 2020,17970.0
3687,Donald Trump,All polls,10/7/2020,3/15/2019,3/16/2019,YouGov,B,1000.0,a,0.12594054,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o6sd9ger5y/tabs_Trump_Tweets_20190315.pdf,57696,93607,3/17/2019,19:17:36  7 Oct 2020,17971.0
3694,Donald Trump,All polls,10/7/2020,3/16/2019,3/17/2019,YouGov,B,1000.0,a,0.12530154,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gh26qqvshk/tabs_Trump_Tweets_20190316.pdf,57698,93619,3/17/2019,19:17:36  7 Oct 2020,17972.0
3698,Donald Trump,All polls,10/7/2020,3/17/2019,3/19/2019,YouGov,B,1500.0,a,0.18701071,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/civrx2u2zk/econTabReport.pdf,57719,93688,3/20/2019,19:17:36  7 Oct 2020,17974.0
3699,Donald Trump,All polls,10/7/2020,3/17/2019,3/18/2019,YouGov,B,1000.0,a,0.1246738,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ifnq2zonhq/tabs_Trump_Tweets_20190317.pdf,57704,93628,3/19/2019,19:17:36  7 Oct 2020,17973.0
3706,Donald Trump,All polls,10/7/2020,3/19/2019,3/19/2019,YouGov,B,1000.0,a,0.12530154,0.0,42.0,53.0,42.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0wxfzsfbfd/tabs_Trump_Tweets_20190318.pdf,57717,93684,3/20/2019,19:17:36  7 Oct 2020,17974.0
3713,Donald Trump,All polls,10/7/2020,3/19/2019,3/20/2019,YouGov,B,1000.0,a,0.12594054,0.0,43.0,50.0,43.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1xkgm0styu/tabs_Trump_Tweets_20190319.pdf,57726,93699,3/21/2019,19:17:36  7 Oct 2020,17975.0
3717,Donald Trump,All polls,10/7/2020,3/20/2019,3/21/2019,YouGov,B,1000.0,a,0.1265911,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uma6wkksvm/tabs_Trump_Tweets_20190320.pdf,57734,93725,3/22/2019,19:17:36  7 Oct 2020,17976.0
3718,Donald Trump,All polls,10/7/2020,3/21/2019,3/22/2019,YouGov,B,1000.0,a,0.1265911,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7szej642gq/tabs_Trump_Tweets_20190321.pdf,57739,93734,3/22/2019,19:17:36  7 Oct 2020,17977.0
3725,Donald Trump,All polls,10/7/2020,3/22/2019,3/24/2019,YouGov,B,1000.0,a,0.12594054,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jsei927fb7/tabs_Trump_Tweets_20190322.pdf,57740,93738,3/24/2019,19:17:36  7 Oct 2020,17979.0
